DEPTH(TVD),BDCFM,DTCR,Por,Permeability,Water_saturation,Clay,Sand,Calcite,UGas_QE,UOil_QE,UWater_QE
3081,2.29,83.2009586,0.2236529,540.66675,0.982328225,0.03096792,0.74537915,0,0,0.003952369,0.2197006
3081.1,2.2925,83.30427786,0.222186725,504.793275,0.98412175,0.03553381,0.742279425,0,0,0.003533099,0.218653675
3081.2,2.3,83.39319641,0.218693021,422.9329304,0.988732117,0.04544638,0.735860618,0,0,0.00246405,0.216228996
3081.3,2.3,83.470744,0.21772472,403.0251634,0.987208405,0.052349489,0.729925805,0,0,0.002784703,0.214939996
3081.4,2.3026,83.53211681,0.216405678,378.625536,0.987014756,0.05504032,0.728554012,0,0,0.00281662,0.213589044
3081.5,2.31,83.56382025,0.212785092,316.464136,0.995219232,0.05872828,0.728486652,0,0,0.001020618,0.211764428
3081.6,2.31,83.56977237,0.20937242,266.8513285,0.999057018,0.067577197,0.723050366,0,0,0.00019809,0.20917437
3081.7,2.31,83.54238745,0.207091127,237.9823776,1,0.073332146,0.719576724,0,0,7.48E-16,0.207091127
3081.8,2.31,83.4610867,0.2062728,228.464575,1,0.072075018,0.7216522,0,0,0,0.2062728
3081.9,2.31,83.35034338,0.2063153,228.956275,1,0.067015725,0.726668975,0,0,0,0.2063153
3082,2.31,83.20664906,0.206406425,230.02775,1,0.063755035,0.7298385,0,0,0,0.206406425
3082.1,2.3075,83.03268402,0.205729225,222.39225,0.998516775,0.067222092,0.72704865,0,0,0.000305224,0.205424
3082.2,2.3,82.85297779,0.2055317,220.2757,0.993419675,0.070920397,0.723547975,0,0,0.001351986,0.2041797
3082.3,2.3,82.67395295,0.204646214,210.7829471,0.990089698,0.074132919,0.721220894,0,0,0.002027562,0.202618606
3082.4,2.302583833,82.51483963,0.203797009,202.2290123,0.988477377,0.077351006,0.718851956,0,0,0.00235155,0.201445414
3082.5,2.31,82.37769835,0.203308176,197.72154,0.994852864,0.073973754,0.722718052,0,0,0.001048376,0.20225977
3082.6,2.312579877,82.27200153,0.206396565,230.3447821,0.994446409,0.05811905,0.735484338,0,0,0.00114205,0.205254534
3082.7,2.317483536,82.2030893,0.209870512,274.8212023,0.998407959,0.03655075,0.752943567,0.000635195,0,0.000340282,0.209530236
3082.8,2.31,82.15578059,0.214326875,340.9836,0.992777475,0.022408908,0.75997255,0.003291675,0,0.001549557,0.21277735
3082.9,2.3075,82.13311361,0.2169466,388.8396,0.9864304,0.01410033,0.764757325,0.004195669,0,0.002953302,0.21399335
3083,2.3,82.12572646,0.21916165,432.9513,0.974970525,0.014189232,0.766649075,0,0,0.005484972,0.2136767
3083.1,2.3,82.12275333,0.217414075,397.47935,0.974447875,0.026929227,0.755656675,0,0,0.005557243,0.211856875
3083.2,2.3025,82.11874884,0.213462875,330.579975,0.980277325,0.046062035,0.74047505,0,0,0.00422794,0.209234975
3083.3,2.31251945,82.1045363,0.205754361,225.2963062,0.99209448,0.073838453,0.720407141,0,0,0.001641223,0.204113203
3083.4,2.322583089,82.07842764,0.199180622,161.3945903,1,0.095386133,0.705433268,0,0,0,0.199180622
3083.5,2.33,82.03265549,0.19621653,138.802232,1,0.100942982,0.702840504,0,0,0,0.19621653
3083.6,2.327419867,81.96720247,0.19703348,144.6302311,1,0.090066561,0.712900011,0,0,0,0.19703348
3083.7,2.32,81.88573171,0.198181969,153.0026768,1,0.079294603,0.722523457,0,0,0,0.198181969
3083.8,2.32,81.78306398,0.196963325,144.397125,1,0.080771425,0.722265275,0,0,0,0.196963325
3083.9,2.3225,81.66850124,0.192486525,116.8689675,1,0.103315532,0.70419795,0,0,0,0.192486525
3084,2.33,81.54730869,0.186089975,84.129695,1,0.139622575,0.67428745,0,0,0,0.186089975
3084.1,2.33,81.4241468,0.18524605,80.839915,1,0.15943255,0.6553214,0,0,0,0.18524605
3084.2,2.3275,81.30673305,0.190251575,105.3785625,1,0.15060465,0.659143775,0,0,0,0.190251575
3084.3,2.317480804,81.19828646,0.199736104,170.0742229,0.998093749,0.116200194,0.684063679,0,0,0.000396032,0.199340087
3084.4,2.307417654,81.10898757,0.209604756,272.9357457,0.991282045,0.075334029,0.71506114,0,0,0.001833433,0.207771371
3084.5,2.3,81.0363185,0.21494969,351.219968,0.98860295,0.051745507,0.733304778,0,0,0.002449742,0.212499962
3084.6,2.3,80.98116439,0.214549464,344.613424,0.989804214,0.050941166,0.73450937,0,0,0.002186681,0.21236276
3084.7,2.3,80.94896236,0.212434527,310.5798423,0.987262652,0.061919782,0.725645705,0,0,0.002704081,0.209730397
3084.8,2.302517957,80.9277738,0.209745303,271.8163894,0.985982379,0.074548037,0.715706648,0,0,0.002942647,0.206802701
3084.9,2.31,80.91830334,0.208144925,250.840875,0.989812325,0.074852465,0.717002625,0,0,0.002120361,0.206024575
3085,2.31,80.92338474,0.209530475,268.51105,0.9916834,0.06568174,0.7247709,1.68E-05,0,0.001742005,0.207788525
3085.1,2.3125,80.93645748,0.20924785,265.183,0.997161625,0.060622165,0.72832815,0.001801869,0,0.00059582,0.20865205
3085.2,2.3175,80.96054389,0.207445325,242.167475,1,0.05992331,0.72737745,0.005253958,0,3.00E-15,0.207445325
3085.3,2.31,81.00133848,0.20754579,243.5433507,1,0.063076394,0.729377918,0,0,0,0.20754579
3085.4,2.307418398,81.05472642,0.206146542,227.0394436,1,0.072555157,0.721298333,0,0,0,0.206146542
3085.5,2.3,81.12544632,0.206207864,227.73064,1,0.079111639,0.714680482,0,0,0,0.206207864
3085.6,2.3,81.21893505,0.206454998,230.605484,1,0.079417401,0.714127598,0,0,0,0.206454998
3085.7,2.2974,81.32527968,0.208629744,258.474332,0.996381112,0.072353927,0.71901634,0,0,0.00076889,0.207860846
3085.8,2.29,81.44524165,0.212990204,319.02469,0.98435467,0.062711233,0.724298612,0,0,0.003334875,0.209655306
3085.9,2.29,81.57101771,0.214756232,347.9606774,0.977605165,0.062170745,0.723073013,0,0,0.004810881,0.209945368
3086,2.29,81.69343983,0.215380573,358.8346307,0.970022278,0.068968008,0.715651414,0,0,0.006455483,0.208925153
3086.1,2.2925,81.80571455,0.213983625,335.78195,0.965309225,0.080771395,0.705245,0,0,0.007429063,0.206554575
3086.2,2.3,81.89572427,0.21156485,297.07585,0.97189485,0.085526563,0.702908625,0,0,0.005945898,0.20561895
3086.3,2.3025,81.96396868,0.21213475,305.605625,0.975500825,0.07573781,0.712127425,0,0,0.005200166,0.2069346
3086.4,2.312518714,81.99843332,0.210324617,279.9436972,0.987268485,0.06105007,0.728625251,0,0,0.002684005,0.207640662
3086.5,2.322580933,81.99840155,0.206625137,233.7393041,0.996192461,0.053416221,0.739958597,0,0,0.000791524,0.205833671
3086.6,2.33,81.97201305,0.201895358,184.680064,1,0.060889588,0.737215094,0,0,0,0.201895358
3086.7,2.33,81.91238711,0.19783608,150.796412,1,0.078234189,0.723929778,0,0,0,0.19783608
3086.8,2.3248,81.8284976,0.196548904,141.884848,0.994752472,0.096661995,0.706789086,0,0,0.001049885,0.195499024
3086.9,2.3074,81.72621874,0.201092282,177.396226,0.977504032,0.10685457,0.692053174,0,0,0.004530499,0.19656179
3087,2.297419099,81.6026927,0.205466839,221.2732143,0.973221222,0.109411823,0.685121412,0,0,0.005492441,0.199974373
3087.1,2.287480551,81.46512098,0.211104611,292.4975947,0.979390038,0.102246304,0.686649085,0,0,0.00435274,0.206751876
3087.2,2.28,81.31364094,0.215969725,370.05135,0.97883125,0.088897955,0.695132325,0,0,0.00457028,0.21139945
3087.3,2.2825,81.14376686,0.21820475,412.78305,0.981663425,0.0743652,0.707430075,0,0,0.004000749,0.21420395
3087.4,2.29251846,80.9611933,0.218585092,420.699641,0.983758862,0.062369027,0.719045916,0,0,0.003550501,0.215034573
3087.5,2.3,80.76713398,0.21746851,397.9725349,0.984001621,0.056370645,0.726160858,0,0,0.003478478,0.213990043
3087.6,2.3026,80.56427364,0.215171656,358.58406,0.984104622,0.053550469,0.731277886,0,0,0.00343676,0.211734876
3087.7,2.31,80.36306257,0.20849001,257.724512,0.995358794,0.061009746,0.730500296,0,0,0.000975976,0.207514024
3087.8,2.31,80.16920706,0.202022918,186.22346,1,0.078329848,0.719647242,0,0,0,0.202022918
3087.9,2.31,80.00004614,0.197360188,147.202954,1,0.093399326,0.709240508,0,0,0,0.197360188
3088,2.31,79.85811983,0.194792725,129.3823651,1,0.107669603,0.697537646,0,0,0,0.194792725
3088.1,2.31,79.75458142,0.194006767,124.4028358,1,0.115216672,0.690776486,0,0,0,0.194006767
3088.2,2.31,79.71702071,0.194631925,128.349925,1,0.11411,0.69125805,0,0,0,0.194631925
3088.3,2.31,79.72084921,0.196475325,141.1076,1,0.106411328,0.697113275,0,0,0,0.196475325
3088.4,2.31,79.77719946,0.200053333,168.0995967,1,0.089917352,0.710029327,0,0,0,0.200053333
3088.5,2.31,79.89712324,0.202504751,189.8083156,1,0.077650017,0.71932851,0.00051674,0,0,0.202504751
3088.6,2.3126,80.04583063,0.204324356,207.43517,1,0.062553877,0.730481292,0.002640491,0,0,0.204324356
3088.7,2.32,80.22279199,0.204566208,209.948722,1,0.050593606,0.741544236,0.00329599,0,0,0.204566208
3088.8,2.3226,80.41121338,0.20419689,206.525348,1,0.045525236,0.750277906,0,0,0,0.20419689
3088.9,2.33,80.59220096,0.201552192,180.966758,1,0.050404676,0.74804315,0,0,0,0.201552192
3089,2.332581414,80.75199673,0.198753461,158.3688232,1,0.057315509,0.743931065,0,0,0,0.198753461
3089.1,2.342520941,80.8708901,0.193619453,122.6886066,1,0.066979857,0.739400687,0,0,0,0.193619453
3089.2,2.35,80.95590619,0.189114275,97.8522375,1,0.076519292,0.734366375,0,0,0,0.189114275
3089.3,2.35,80.99220721,0.185859525,83.24888,1,0.08694485,0.725207025,0.001988573,0,0,0.185859525
3089.4,2.347482047,80.98016372,0.183855541,75.24407203,1,0.101074308,0.707116124,0.007954,0,0,0.183855541
3089.5,2.337421299,80.93946179,0.185422853,81.41442472,1,0.112056223,0.696164117,0.006356833,0,0,0.185422853
3089.6,2.3248,80.87232062,0.188721206,96.460645,1,0.123685804,0.686288518,0.001304473,0,0,0.188721206
3089.7,2.31,80.80166714,0.193209406,119.63625,1,0.134439526,0.672351042,5.92E-15,0,0,0.193209406
3089.8,2.3074,80.74072926,0.195140448,131.93832,1,0.144853982,0.660005496,0,0,0,0.195140448
3089.9,2.3,80.70846743,0.198203576,153.35874,1,0.14200051,0.659795914,0,0,0,0.198203576
3090,2.3,80.71669751,0.200503605,171.8535174,1,0.132772322,0.666724073,0,0,0,0.200503605
3090.1,2.302521687,80.76384823,0.202611849,190.703925,1,0.122418722,0.674969429,0,0,0,0.202611849
3090.2,2.3125,80.86777413,0.2040703,204.846525,1,0.114426225,0.681503475,0,0,0,0.2040703
3090.3,2.32,81.01110538,0.2047359,211.820325,1,0.111800475,0.68136435,0.002099261,0,0,0.2047359
3090.4,2.3225,81.18248816,0.205309975,218.058575,1,0.10358105,0.678268825,0.012840122,0,0,0.205309975
3090.5,2.33,81.37697585,0.204539591,210.2747995,1,0.096269578,0.669766415,0.029424456,0,0,0.204539591
3090.6,2.33,81.56958171,0.207507745,242.9845763,1,0.083729278,0.671654313,0.037108641,0,0,0.207507745
3090.7,2.33,81.74817465,0.20845579,254.56914,1,0.086060687,0.679208736,0.026274788,0,0,0.20845579
3090.8,2.3274,81.88884802,0.208809,259.245184,1,0.095678366,0.686822962,0.008689739,0,0,0.208809
3090.9,2.32,81.99264357,0.210344696,279.622758,1,0.101918684,0.68773662,0,0,0,0.210344696
3091,2.32,82.05195449,0.211858354,301.925198,1,0.099449562,0.685519754,0.00317233,0,0,0.211858354
3091.1,2.3174,82.04357883,0.21511583,355.785726,1,0.088174265,0.681428958,0.01528096,0,0,0.21511583
3091.2,2.31,81.99525383,0.218609574,421.161028,1,0.073085554,0.679574774,0.02873013,0,0,0.218609574
3091.3,2.31,81.9009758,0.219175328,433.0755474,1,0.066463795,0.669265037,0.045095835,0,0,0.219175328
3091.4,2.31,81.74874333,0.218907829,427.3812705,1,0.06413124,0.662565645,0.054395308,0,0,0.218907829
3091.5,2.307482554,81.56642721,0.220718851,470.5249876,1,0.057181241,0.667538311,0.054561553,0,0,0.220718851
3091.6,2.3,81.34723293,0.225322862,588.3552711,1,0.048113089,0.67665485,0.049909145,0,0,0.225322862
3091.7,2.2974,81.08862663,0.228907234,707.514966,1,0.043531898,0.68037182,0.047189079,0,0,0.228907234
3091.8,2.29,80.8089289,0.233609854,885.89168,1,0.033821755,0.694121282,0.038447104,0,0,0.233609854
3091.9,2.2926,80.502837,0.233645838,889.62476,1,0.030554312,0.700668996,0.035130878,0,0,0.233645838
3092,2.3026,80.17051646,0.229457436,726.986538,1,0.033698458,0.698956458,0.03788762,0,0,0.229457436
3092.1,2.31,79.82624211,0.224204674,556.553388,1,0.041282557,0.68847788,0.046034852,0,0,0.224204674
3092.2,2.3126,79.47286079,0.221306852,482.62537,1,0.048041359,0.677305462,0.053346314,0,0,0.221306852
3092.3,2.32,79.12628536,0.218776815,424.5733154,1,0.05263668,0.67256941,0.056017079,0,0,0.218776815
3092.4,2.32,78.7969469,0.219470406,439.957314,1,0.047210688,0.687832092,0.045486873,0,0,0.219470406
3092.5,2.32,78.49985488,0.221406362,483.7647018,1,0.034674685,0.713477667,0.030441288,0,0,0.221406362
3092.6,2.32,78.25821313,0.222497251,510.8294078,1,0.017741132,0.740570327,0.019191318,0,0,0.222497251
3092.7,2.32,78.07285034,0.223764912,543.665644,1,0.004139106,0.752914056,0.019181993,0,0,0.223764912
3092.8,2.32,77.97434341,0.224048318,551.333364,1,0,0.739076994,0.036874723,0,0,0.224048318
3092.9,2.3226,77.96759794,0.223324528,532.56367,1,0,0.723951564,0.05272392,0,0,0.223324528
3093,2.33,78.03572143,0.221186944,478.737682,1,0,0.711187858,0.067625198,0,0,0.221186944
3093.1,2.33,78.20227736,0.219581314,442.075488,1,0,0.713108044,0.067310667,0,0,0.219581314
3093.2,2.3352,78.44053612,0.216486068,383.914242,1,0.007452263,0.715665918,0.060395764,0,0,0.216486068
3093.3,2.3552,78.72966325,0.209018018,264.669098,1,0.037759352,0.692884874,0.060337779,0,0,0.209018018
3093.4,2.377747318,79.06818213,0.201738178,185.0763724,1,0.072206174,0.674048233,0.052007435,0,0,0.201738178
3093.5,2.405081939,79.42066235,0.194069862,126.0541016,1,0.108765644,0.632785561,0.064378953,0,0,0.194069862
3093.6,2.427727168,79.77597476,0.184335815,82.27370673,1,0.159926291,0.573790063,0.081947913,0,0,0.184335815
3093.7,2.4526,80.11068874,0.16493446,32.550832,1,0.222462884,0.498989334,0.113613322,0,0,0.16493446
3093.8,2.4574,80.4156778,0.142031702,10.4964471,1,0.277142588,0.456145174,0.124680562,0,0,0.142031702
3093.9,2.4474,80.68747541,0.12419121,3.91541736,1,0.301245102,0.468304454,0.106259331,0,0,0.12419121
3094,2.4348,80.90846629,0.124318282,3.99380448,1,0.29996995,0.519543734,0.056168088,0,0,0.124318282
3094.1,2.4174,81.09805714,0.131013252,5.5004372,1,0.278323,0.578691214,0.011972497,0,0,0.131013252
3094.2,2.4074,81.25606755,0.133956654,6.34426294,1,0.275376582,0.590666764,5.48E-14,0,0,0.133956654
3094.3,2.4,81.37738251,0.135284388,6.78734764,1,0.286879594,0.577836018,0,0,0,0.135284388
3094.4,2.397417304,81.48391857,0.139583875,8.543755184,1,0.279904624,0.580511475,0,0,0,0.139583875
3094.5,2.387475331,81.57570156,0.147671805,12.647673,1,0.258107013,0.594221107,0,0,0,0.147671805
3094.6,2.374966629,81.65493253,0.154403298,17.7091605,1,0.243383378,0.602213349,0,0,0,0.154403298
3094.7,2.357425022,81.72884268,0.160564034,23.74813409,1,0.227276857,0.612159184,0,0,0,0.160564034
3094.8,2.3474,81.79388085,0.162745158,26.4323988,1,0.22160843,0.615646412,0,0,0,0.162745158
3094.9,2.34,81.84448684,0.163954556,28.0569086,1,0.220242144,0.615803274,0,0,0,0.163954556
3095,2.3374,81.88270575,0.165634348,30.621301,1,0.21868079,0.615684788,0,0,0,0.165634348
3095.1,2.33,81.90197612,0.170198552,38.5160288,0.99998674,0.206504972,0.623296502,0,0,2.31E-06,0.170196238
3095.2,2.33,81.8932697,0.17506115,48.7473154,0.99996226,0.183649546,0.641289378,0,0,6.59E-06,0.175054564
3095.3,2.33,81.86339197,0.177553232,55.0561352,1,0.166781768,0.655665,0,0,0,0.177553232
3095.4,2.3326,81.80461039,0.177756054,55.6754018,1,0.155666614,0.666577358,0,0,0,0.177756054
3095.5,2.34,81.71527653,0.175468376,49.6683864,1,0.153462654,0.671069018,0,0,0,0.175468376
3095.6,2.33738291,81.60769696,0.174022784,46.21084566,1,0.163545344,0.662431799,0,0,0,0.174022784
3095.7,2.327342751,81.4802918,0.17351889,45.06541103,1,0.179961589,0.646519521,0,0,0,0.17351889
3095.8,2.32,81.34459172,0.173649905,45.35887548,1,0.196436208,0.629913888,0,0,0,0.173649905
3095.9,2.32,81.20976918,0.173932036,46.0338008,1,0.20313271,0.622935254,0,0,0,0.173932036
3096,2.3226,81.08610286,0.175657268,50.1266886,1,0.196646834,0.627695898,0,0,0,0.175657268
3096.1,2.33,80.98813092,0.177134752,53.9442204,1,0.182221016,0.640644232,0,0,0,0.177134752
3096.2,2.3326,80.91872811,0.177233818,54.405042,1,0.172923942,0.649842214,0,0,0,0.177233818
3096.3,2.3426,80.89702693,0.172913516,43.9203292,1,0.174423028,0.652663382,0,0,0,0.172913516
3096.4,2.35,80.92183108,0.168997598,36.080035,1,0.17836461,0.652637792,0,0,0,0.168997598
3096.5,2.3526,80.98696456,0.166323536,31.5939562,1,0.183954266,0.648466398,0.001255798,0,0,0.166323536
3096.6,2.357383147,81.10389578,0.165120261,29.76737213,1,0.191920367,0.637267564,0.005691786,0,0,0.165120261
3096.7,2.347343145,81.25139445,0.168061402,34.52358734,0.999556677,0.195073311,0.629465715,0.007399547,0,7.58E-05,0.167985575
3096.8,2.34,81.41782065,0.171829287,41.53969707,0.997072051,0.191637691,0.632551872,0.003981193,0,0.000505957,0.17132331
3096.9,2.3374,81.59614457,0.175633822,50.4818672,0.989094704,0.182179286,0.642186892,0,0,0.001934846,0.173698956
3097,2.3326,81.76827869,0.180087978,62.4066762,0.977694614,0.165551912,0.654215914,0.000144222,0,0.004016707,0.176071212
3097.1,2.3426,81.92745651,0.177532342,56.31078841,0.98611094,0.156716916,0.665340338,0.000410478,0,0.002503726,0.175028626
3097.2,2.3526,82.05758903,0.167373916,33.8472198,1,0.179853722,0.652772362,2.22E-15,0,1.11E-14,0.167373916
3097.3,2.3626,82.16394716,0.158030074,21.3652554,1,0.209644836,0.632325064,0,0,0,0.158030074
3097.4,2.37,82.2428938,0.150069132,14.1160014,1,0.245644144,0.60428665,0,0,0,0.150069132
3097.5,2.3648,82.28248948,0.153086734,17.9437458,1,0.247557968,0.599355298,0,0,0,0.153086734
3097.6,2.344766822,82.29923975,0.170993025,42.52466085,1,0.195793809,0.629515585,0.003697573,0,0,0.170993025
3097.7,2.327343613,82.28769335,0.184416861,78.08443338,1,0.151902128,0.653303531,0.010377458,0,0,0.184416861
3097.8,2.317372721,82.23760632,0.189750789,100.9632224,0.998631739,0.139983991,0.67026522,0,0,0.000262666,0.189488114
3097.9,2.3074,82.16423931,0.19319685,120.154064,0.993707068,0.132287782,0.674515368,0,0,0.001219553,0.191977272
3098,2.2974,82.0606747,0.197994526,152.527716,0.989010982,0.120791464,0.681213984,0,0,0.002181756,0.195812778
3098.1,2.29,81.9215176,0.202357612,188.438782,0.984061214,0.111521278,0.686121062,0,0,0.003226004,0.1991316
3098.2,2.29,81.76560206,0.204886424,213.695648,0.980661204,0.104539629,0.690574018,0,0,0.003967086,0.200919296
3098.3,2.29,81.59451878,0.206571146,231.984248,0.9740245,0.099600463,0.693828384,0,0,0.005365806,0.20120535
3098.4,2.2926,81.42124486,0.203661806,202.945446,0.979117944,0.105094702,0.691243492,0,0,0.004279077,0.199382692
3098.5,2.3026,81.25835488,0.195621164,138.293561,0.995181342,0.12369408,0.680684756,0,0,0.000956382,0.194664788
3098.6,2.31,81.1191461,0.187141149,88.55886759,1,0.152592884,0.660265967,0,0,0,0.187141149
3098.7,2.31,81.02227036,0.186697062,86.69290722,1,0.152239711,0.661063227,0,0,0,0.186697062
3098.8,2.31,80.9621739,0.189225576,98.4478506,1,0.14219465,0.668579775,0,0,0,0.189225576
3098.9,2.31,80.95306422,0.19218856,113.734636,0.999836954,0.13511027,0.67270117,0,0,3.15E-05,0.192157048
3099,2.31,80.9937714,0.193338662,120.347428,0.99807654,0.137001972,0.669659392,0,0,0.000372161,0.192966484
3099.1,2.3074,81.06787379,0.19375828,122.891546,0.993419336,0.13728592,0.668955874,0,0,0.001275622,0.192482604
3099.2,2.3026,81.18038363,0.192987096,118.987189,0.99309247,0.139157798,0.667855106,0,0,0.001342366,0.191644662
3099.3,2.31,81.31699595,0.188632222,95.397248,1,0.14712624,0.664241538,0,0,0,0.188632222
