DEPTH,BDCFM,DTCR,Por,Permeability,Water_saturation,Clay,Sand,Calcite,UGas_QE,UOil_QE,UWater_QE
1261.0,2.203999996,119.1232962,0.1558981,11.70508003,1.0,0.705065012,0.139036998,0.0,0.0,0.0,0.1558981
1261.1,2.226000071,119.1934899,0.1204737,1.648710966,1.0,0.8051389,0.07438733,0.0,0.0,0.0,0.1204737
1261.2,2.263000011,118.9695491,0.09588982,0.42306301,1.0,0.8324621,0.07164811,0.0,0.0,0.0,0.09588982
1261.3,2.303999901,118.2876399,0.08325966,0.210334003,1.0,0.7627198,0.1540205,0.0,0.0,0.0,0.08325966
1261.4,2.312000036,117.2078342,0.09272874,0.355177999,1.0,0.7305596,0.1767117,0.0,0.0,0.0,0.09272874
1261.5,2.322999954,115.9358103,0.09605385,0.426919997,1.0,0.7742696,0.1296766,0.0,0.0,0.0,0.09605385
1261.6,2.345999956,114.5959789,0.08160889,0.191973001,1.0,0.8943049,0.02408624,0.0,0.0,0.0,0.08160889
1261.7,2.367000103,113.3751352,0.07929429,0.168897003,1.0,0.8716045,0.048842,0.000259199,0.0,0.0,0.07929429
1261.8,2.325999975,112.3715515,0.09814576,0.479306996,1.0,0.780214,0.1082071,0.01343311,0.0,0.0,0.09814576
1261.9,2.308000088,111.7489661,0.09130246,0.328226,1.0,0.7594724,0.1492252,0.0,0.0,0.0,0.09130246
1262.0,2.298000097,111.5080426,0.092893,0.358420014,1.0,0.7174981,0.1896089,0.0,0.0,0.0,0.092893
1262.1,2.288000107,111.5783215,0.09713605,0.453263998,1.0,0.7059374,0.1969266,0.0,0.0,0.0,0.09713605
1262.2,2.290999889,111.9792445,0.1138315,1.141654968,1.0,0.6616102,0.2245583,0.0,0.0,0.0,0.1138315
1262.3,2.299999952,112.58927,0.1009985,0.561259985,0.9975976,0.7377692,0.1612323,0.0,0.0,0.000243,0.1007558
1262.4,2.292000055,113.3139582,0.07514621,0.134259999,1.0,0.8333116,0.09154226,0.0,0.0,0.0,0.07514621
1262.5,2.296999931,114.0730444,0.07919275,0.167951003,0.998032,0.8078349,0.1012804,0.01169194,0.0,0.000156,0.0790369
1262.6,2.305000067,114.7735376,0.08844663,0.28025201,1.0,0.8445776,0.06697579,0.0,0.0,0.0,0.08844663
1262.7,2.296000004,115.3455474,0.09824924,0.482059985,1.0,0.7690969,0.1326539,0.0,0.0,0.0,0.09824924
1262.8,2.269999981,115.7032396,0.0906859,0.317218006,1.0,0.7935576,0.1157565,0.0,0.0,0.0,0.0906859
1262.9,2.26699996,115.8586466,0.08959235,0.298593014,1.0,0.8063287,0.104079,0.0,0.0,0.0,0.08959235
1263.0,2.263000011,115.7988011,0.09962934,0.520312011,1.0,0.778168,0.1222027,0.0,0.0,0.0,0.09962934
1263.1,2.279999971,115.5269242,0.09758649,0.464702994,1.0,0.7414107,0.1610028,0.0,0.0,0.0,0.09758649
1263.2,2.288000107,115.1353266,0.08921021,0.292346001,1.0,0.7558454,0.1549444,0.0,0.0,0.0,0.08921021
1263.3,2.301000118,114.6727032,0.07212051,0.113564,1.0,0.8079756,0.1199038,0.0,0.0,0.0,0.07212051
1263.4,2.311000109,114.2160735,0.05806402,0.052175999,1.0,0.8324066,0.1095294,0.0,0.0,0.0,0.05806402
1263.5,2.326999903,113.8262081,0.05406488,0.041818999,1.0,0.853676,0.09225917,0.0,0.0,0.0,0.05406488
1263.6,2.355000019,113.5778131,0.0561987,0.047059,1.0,0.8423918,0.1014095,0.0,0.0,0.0,0.0561987
1263.7,2.361000061,113.5159867,0.06718618,0.086430997,1.0,0.8011418,0.131672,0.0,0.0,0.0,0.06718618
1263.8,2.351999998,113.5932284,0.08571363,0.240922004,1.0,0.7830946,0.1311917,0.0,0.0,0.0,0.08571363
1263.9,2.328000069,113.8164432,0.1075646,0.807129979,1.0,0.7498459,0.1425895,0.0,0.0,0.0,0.1075646
1264.0,2.325999975,114.1237473,0.1086378,0.85650897,1.0,0.7496542,0.141708,0.0,0.0,0.0,0.1086378
1264.1,2.312000036,114.4300514,0.09971159,0.522684991,1.0,0.7446427,0.1556457,0.0,0.0,0.0,0.09971159
1264.2,2.295000076,114.6550665,0.079224,0.168241993,1.0,0.7881906,0.1325854,0.0,0.0,0.0,0.079224
1264.3,2.299999952,114.7488707,0.07491624,0.132561997,1.0,0.8234849,0.1015989,0.0,0.0,0.0,0.07491624
1264.4,2.303999901,114.7382695,0.08337981,0.211735994,1.0,0.8244535,0.0921667,0.0,0.0,0.0,0.08337981
1264.5,2.305999994,114.6189088,0.08524971,0.234816,1.0,0.831956,0.08279429,0.0,0.0,0.0,0.08524971
1264.6,2.325999975,114.4504664,0.08469013,0.227658004,1.0,0.7640496,0.1512602,0.0,0.0,0.0,0.08469013
1264.7,2.329999924,114.2983253,0.07841484,0.160874993,1.0,0.7503675,0.1712177,0.0,0.0,0.0,0.07841484
1264.8,2.323999882,114.2052813,0.07070369,0.105001003,1.0,0.7751852,0.1541111,0.0,0.0,0.0,0.07070369
1264.9,2.319000006,114.169907,0.0879833,0.273158997,1.0,0.7593619,0.1526548,0.0,0.0,0.0,0.0879833
1265.0,2.312000036,114.1499555,0.1022587,0.601790011,1.0,0.7129887,0.1847526,0.0,0.0,0.0,0.1022587
1265.1,2.282999992,114.0719855,0.09908101,0.504763007,1.0,0.7677641,0.1331549,0.0,0.0,0.0,0.09908101
1265.2,2.279999971,113.8754728,0.1033535,0.639371991,1.0,0.7909586,0.1056879,0.0,0.0,0.0,0.1033535
1265.3,2.305999994,113.5389313,0.1021866,0.599394977,1.0,0.7729607,0.1248527,0.0,0.0,0.0,0.1021866
1265.4,2.316999912,113.039899,0.08776975,0.269950002,1.0,0.7680709,0.1441594,0.0,0.0,0.0,0.08776975
1265.5,2.321000099,112.4530938,0.08203399,0.196541995,1.0,0.7900966,0.1278694,0.0,0.0,0.0,0.08203399
1265.6,2.305000067,111.8723476,0.08876536,0.285237998,1.0,0.7560111,0.1552236,0.0,0.0,0.0,0.08876536
1265.7,2.305000067,111.4304033,0.08258497,0.202626005,1.0,0.742157,0.175258,0.0,0.0,0.0,0.08258497
1265.8,2.311000109,111.2034935,0.084061,0.219869003,1.0,0.738649,0.17729,0.0,0.0,0.0,0.084061
1265.9,2.315000057,111.2467911,0.08702624,0.259070009,1.0,0.7638051,0.1491687,0.0,0.0,0.0,0.08702624
1266.0,2.345999956,111.6078511,0.07041565,0.103340998,1.0,0.7839733,0.145611,0.0,0.0,0.0,0.07041565
1266.1,2.365999937,112.1800217,0.08503811,0.232082993,1.0,0.7500715,0.09777082,0.06711955,0.0,0.0,0.08503811
1266.2,2.322000027,112.8827854,0.06109431,0.061700001,1.0,0.7763982,0.1625075,0.0,0.0,0.0,0.06109431
1266.3,2.223999977,113.58672,0.1325285,3.212291956,1.0,0.6114447,0.2557792,0.000247606,0.0,0.0,0.1325285
1266.4,2.255000114,114.1701198,0.1185649,1.483464003,1.0,0.7371135,0.1443215,0.0,0.0,0.0,0.1185649
1266.5,2.286999941,114.4989082,0.09625909,0.431796014,1.0,0.8601612,0.04357971,0.0,0.0,0.0,0.09625909
1266.6,2.302000046,114.4571942,0.07515854,0.134351999,1.0,0.8432678,0.08157367,0.0,0.0,0.0,0.07515854
1266.7,2.319999933,114.1043463,0.0572303,0.049823999,1.0,0.8722763,0.07049339,0.0,0.0,0.0,0.0572303
1266.8,2.335999966,113.3736868,0.05772386,0.051203001,1.0,0.8131583,0.1291178,0.0,0.0,0.0,0.05772386
1266.9,2.348999977,112.3027155,0.07492342,0.132615,1.0,0.7449841,0.1800924,0.0,0.0,0.0,0.07492342
1267.0,2.326999903,111.0621702,0.1067552,0.771780014,1.0,0.6692055,0.2240394,0.0,0.0,0.0,0.1067552
1267.1,2.309000015,109.739829,0.1052583,0.710434973,1.0,0.6907542,0.2039875,0.0,0.0,0.0,0.1052583
1267.2,2.302000046,108.4993452,0.09252064,0.351112008,1.0,0.6826441,0.1867554,0.03807994,0.0,0.0,0.09252064
1267.3,2.321000099,107.4330568,0.08008426,0.176442996,1.0,0.7086634,0.1096799,0.1015725,0.0,0.0,0.08008426
1267.4,2.289000034,106.754762,0.09034199,0.311237991,1.0,0.736719,0.172939,0.0,0.0,0.0,0.09034199
1267.5,2.270999908,106.5433537,0.1241196,2.017220974,1.0,0.6367341,0.2391462,0.0,0.0,0.0,0.1241196
1267.6,2.299999952,106.6714879,0.1053209,0.712899983,1.0,0.67045,0.2242292,0.0,0.0,0.0,0.1053209
1267.7,2.302000046,107.2149582,0.09498761,0.402462006,1.0,0.7079497,0.1970627,0.0,0.0,0.0,0.09498761
1267.8,2.312000036,108.0542837,0.08773995,0.269506007,1.0,0.7383959,0.1738641,0.0,0.0,0.0,0.08773995
1267.9,2.328000069,109.0125864,0.07109113,0.107276,1.0,0.7865872,0.1423217,0.0,0.0,0.0,0.07109113
1268.0,2.323999882,110.0221201,0.07339907,0.121889003,1.0,0.7782992,0.1483017,0.0,0.0,0.0,0.07339907
1268.1,2.318000078,111.0036159,0.09194764,0.340155005,1.0,0.7231482,0.1849042,0.0,0.0,0.0,0.09194764
1268.2,2.326999903,111.9392454,0.08340597,0.212043002,1.0,0.7973109,0.1192831,0.0,0.0,0.0,0.08340597
1268.3,2.342999935,112.8367758,0.0674124,0.087520003,1.0,0.8612277,0.0713599,0.0,0.0,0.0,0.0674124
1268.4,2.338000059,113.7284919,0.06990849,0.100482002,1.0,0.8714212,0.05867027,0.0,0.0,0.0,0.06990849
1268.5,2.325999975,114.636641,0.07951475,0.170969993,1.0,0.8597879,0.06069733,0.0,0.0,0.0,0.07951475
1268.6,2.322000027,115.5548111,0.08373013,0.215881005,1.0,0.8114234,0.1048465,0.0,0.0,0.0,0.08373013
1268.7,2.334000111,116.450476,0.06556484,0.079015002,1.0,0.7941363,0.1402989,0.0,0.0,0.0,0.06556484
1268.8,2.323999882,117.2745478,0.0568827,0.048875,1.0,0.8252386,0.1178787,0.0,0.0,0.0,0.0568827
1268.9,2.309000015,117.9436451,0.0659778,0.080840997,1.0,0.781041,0.1529812,0.0,0.0,0.0,0.0659778
1269.0,2.299000025,118.4398573,0.0998418,0.526464999,1.0,0.679468,0.2206902,0.0,0.0,0.0,0.0998418
1269.1,2.325999975,118.7504144,0.07312915,0.120081998,1.0,0.8387114,0.08815946,0.0,0.0,0.0,0.07312915
1269.2,2.329999924,118.8605418,0.07264423,0.116903,1.0,0.8688442,0.05851163,0.0,0.0,0.0,0.07264423
1269.3,2.322000027,118.8361111,0.08616379,0.246997997,1.0,0.8337386,0.08009768,0.0,0.0,0.0,0.08616379
1269.4,2.322000027,118.685722,0.08880046,0.285793006,1.0,0.8286226,0.08257698,0.0,0.0,0.0,0.08880046
1269.5,2.336999893,118.3837987,0.07730129,0.151262999,1.0,0.8373135,0.08538525,0.0,0.0,0.0,0.07730129
1269.6,2.335999966,117.9401783,0.06603397,0.081092998,1.0,0.8407975,0.09316852,0.0,0.0,0.0,0.06603397
1269.7,2.321000099,117.2711956,0.06720914,0.086540997,1.0,0.8541325,0.07865839,0.0,0.0,0.0,0.06720914
1269.8,2.332000017,116.3002925,0.05734079,0.050129,1.0,0.8984528,0.04420645,0.0,0.0,0.0,0.05734079
1269.9,2.335000038,115.0826581,0.05737878,0.050235,1.0,0.8924428,0.0501784,0.0,0.0,0.0,0.05737878
1270.0,2.336999893,113.5912325,0.05572283,0.045837,1.0,0.8587626,0.08551452,0.0,0.0,0.0,0.05572283
1270.1,2.335000038,111.911734,0.06220309,0.065604001,1.0,0.8250902,0.1127067,0.0,0.0,0.0,0.06220309
1270.2,2.345999956,110.2046075,0.06628311,0.082218997,1.0,0.8299044,0.01573136,0.08808107,0.0,0.0,0.06628311
1270.3,2.312000036,108.6363395,0.101816,0.587229013,1.0,0.7492523,0.001128049,0.1478037,0.0,0.0,0.101816
1270.4,2.279000044,107.3669666,0.1242666,2.033695936,1.0,0.6931476,0.0,0.1825858,0.0,0.0,0.1242666
1270.5,2.256999969,106.39025,0.1351622,3.716212988,1.0,0.6602352,0.0205771,0.1840255,0.0,0.0,0.1351622
1270.6,2.243000031,105.8879794,0.1471734,7.223104954,1.0,0.6305073,0.05237962,0.1699397,0.0,0.0,0.1471734
1270.7,2.213999987,105.8615272,0.1546924,10.94968987,1.0,0.6617793,0.06806581,0.1154625,0.0,0.0,0.1546924
1270.8,2.217000008,106.1344336,0.1387287,4.526906967,1.0,0.7252732,0.09746228,0.03853585,0.0,0.0,0.1387287
1270.9,2.230000019,106.7608379,0.1208113,1.67979598,1.0,0.7816029,0.09758581,0.0,0.0,0.0,0.1208113
1271.0,2.236999989,107.6401278,0.1234253,1.941190004,1.0,0.7651655,0.1057321,0.005677155,0.0,0.0,0.1234253
1271.1,2.285000086,108.6392885,0.09526427,0.408670992,1.0,0.7802005,0.028292,0.09624317,0.0,0.0,0.09526427
1271.2,2.312000036,109.6982217,0.05909136,0.055227999,1.0,0.83813,0.02485747,0.0779212,0.0,0.0,0.05909136
1271.3,2.303999901,110.7086413,0.073562,0.122993,1.0,0.803283,0.08835012,0.03480482,0.0,0.0,0.073562
1271.4,2.342000008,111.6002834,0.04179172,0.021206001,1.0,0.9115938,0.04661451,0.0,0.0,0.0,0.04179172
1271.5,2.335000038,112.2457897,0.05381634,0.041248001,1.0,0.8804425,0.06574116,0.0,0.0,0.0,0.05381634
1271.6,2.332999945,112.6251015,0.06464627,0.075099997,1.0,0.8503886,0.08496512,0.0,0.0,0.0,0.06464627
1271.7,2.334000111,112.7552327,0.07011186,0.101618998,1.0,0.8331916,0.09669659,0.0,0.0,0.0,0.07011186
1271.8,2.328999996,112.6315202,0.07782713,0.155727997,1.0,0.8118709,0.110302,0.0,0.0,0.0,0.07782713
1271.9,2.332999945,112.376146,0.07821707,0.159125,1.0,0.8086277,0.1131553,0.0,0.0,0.0,0.07821707
1272.0,2.329999924,112.0946739,0.075577,0.137498006,1.0,0.8013915,0.1230315,0.0,0.0,0.0,0.075577
1272.1,2.303999901,111.917335,0.08774739,0.269616008,1.0,0.7453497,0.1669029,0.0,0.0,0.0,0.08774739
1272.2,2.322999954,111.9021431,0.08044335,0.179984003,1.0,0.7637933,0.1557633,0.0,0.0,0.0,0.08044335
1272.3,2.345999956,112.0996927,0.06516869,0.077302001,1.0,0.8304305,0.1044008,0.0,0.0,0.0,0.06516869
1272.4,2.371999979,112.5025809,0.0523834,0.038104001,1.0,0.8910649,0.0565517,0.0,0.0,0.0,0.0523834
1272.5,2.359999895,113.0100182,0.06926379,0.096960001,1.0,0.8040686,0.1265973,7.04e-05,0.0,0.0,0.06926379
1272.6,2.328000069,113.5362828,0.09434423,0.388386995,1.0,0.7067338,0.198922,0.0,0.0,0.0,0.09434423
1272.7,2.34100008,113.9689437,0.07611985,0.141690999,1.0,0.8151791,0.1087011,0.0,0.0,0.0,0.07611985
1272.8,2.36500001,114.2719188,0.05260205,0.038566999,1.0,0.9463636,0.001034349,0.0,0.0,0.0,0.05260205
1272.9,2.342000008,114.3748391,0.06366221,0.071120001,1.0,0.8924095,0.04392829,0.0,0.0,0.0,0.06366221
1273.0,2.282000065,114.2972143,0.1161218,1.295892,1.0,0.724629,0.1592493,0.0,0.0,0.0,0.1161218
1273.1,2.289999962,114.1097212,0.102382,0.605910003,1.0,0.7400035,0.1576145,0.0,0.0,0.0,0.102382
1273.2,2.313999891,113.8267614,0.0847264,0.228115007,1.0,0.7165689,0.1403655,0.05833917,0.0,0.0,0.0847264
1273.3,2.322000027,113.4953506,0.08285719,0.205700994,1.0,0.7098093,0.1378962,0.06943727,0.0,0.0,0.08285719
1273.4,2.338999987,113.1448225,0.06766672,0.088760003,1.0,0.7753054,0.1570279,0.0,0.0,0.0,0.06766672
1273.5,2.342999935,112.7532019,0.06356106,0.070722997,1.0,0.8177385,0.1187004,0.0,0.0,0.0,0.06356106
1273.6,2.311000109,112.3078982,0.06453818,0.074652001,1.0,0.8493531,0.0861087,0.0,0.0,0.0,0.06453818
1273.7,2.299000025,111.810012,0.06391029,0.072103001,1.0,0.8620096,0.07408006,0.0,0.0,0.0,0.06391029
1273.8,2.305999994,111.2243617,0.06382588,0.071767002,1.0,0.8596049,0.07656919,0.0,0.0,0.0,0.06382588
1273.9,2.312999964,110.5951506,0.06846902,0.092789002,1.0,0.8298572,0.1016738,0.0,0.0,0.0,0.06846902
1274.0,2.312000036,109.953753,0.08050315,0.180581003,1.0,0.7794831,0.1400137,0.0,0.0,0.0,0.08050315
1274.1,2.309999943,109.3849441,0.09349625,0.370586008,1.0,0.7165893,0.1899144,0.0,0.0,0.0,0.09349625
1274.2,2.299000025,108.9260487,0.09539193,0.411567003,1.0,0.7318776,0.1727305,0.0,0.0,0.0,0.09539193
1274.3,2.266000032,108.6002761,0.1071275,0.787846982,1.0,0.7359156,0.1569569,0.0,0.0,0.0,0.1071275
1274.4,2.266000032,108.4903528,0.1046213,0.68583101,1.0,0.7688906,0.1264881,0.0,0.0,0.0,0.1046213
1274.5,2.29399991,108.5261136,0.08515951,0.233647004,1.0,0.8650901,0.04975041,0.0,0.0,0.0,0.08515951
1274.6,2.306999922,108.6810559,0.07261788,0.116733,1.0,0.8188346,0.1085475,0.0,0.0,0.0,0.07261788
1274.7,2.296000004,108.9064946,0.07363833,0.123512998,1.0,0.8329217,0.09343991,0.0,0.0,0.0,0.07363833
1274.8,2.282999992,109.1334705,0.07452764,0.129742995,1.0,0.8657268,0.05974559,0.0,0.0,0.0,0.07452764
1274.9,2.288000107,109.3147495,0.07499603,0.133148998,1.0,0.8708749,0.05412908,0.0,0.0,0.0,0.07499603
1275.0,2.298000097,109.3714653,0.07361336,0.123342,1.0,0.8406276,0.08575903,0.0,0.0,0.0,0.07361336
1275.1,2.302000046,109.3134805,0.07406814,0.126486003,1.0,0.8388813,0.08705062,0.0,0.0,0.0,0.07406814
1275.2,2.319000006,109.0993267,0.0669981,0.085536003,1.0,0.855623,0.07720493,0.000173961,0.0,0.0,0.0669981
1275.3,2.322999954,108.7180332,0.0742123,0.127498001,1.0,0.8108689,0.08445899,0.03045985,0.0,0.0,0.0742123
1275.4,2.306999922,108.2306023,0.08119759,0.187654004,1.0,0.8034747,0.06143083,0.05389693,0.0,0.0,0.08119759
1275.5,2.299999952,107.6389861,0.07214326,0.113706999,1.0,0.9204443,0.007187822,0.000224591,0.0,0.0,0.07214326
1275.6,2.295000076,107.017736,0.09144353,0.330798,1.0,0.7591208,0.06420279,0.08523291,0.0,0.0,0.09144353
1275.7,2.290999889,106.4106473,0.1117835,1.019345045,1.0,0.656651,0.08012413,0.1514415,0.0,0.0,0.1117835
1275.8,2.292999983,105.8941564,0.1108728,0.969255984,1.0,0.6802343,0.047745,0.1611479,0.0,0.0,0.1108728
1275.9,2.295000076,105.5189225,0.09647886,0.437077999,1.0,0.7350109,0.03185565,0.1366546,0.0,0.0,0.09647886
1276.0,2.322000027,105.2642848,0.06854889,0.093199998,1.0,0.7742146,0.07916375,0.0780728,0.0,0.0,0.06854889
1276.1,2.382999897,105.2144906,0.06393594,0.072205,1.0,0.7736618,0.1100828,0.05231952,0.0,0.0,0.06393594
1276.2,2.382999897,105.3206378,0.05330168,0.040089998,1.0,0.83621,0.09326245,0.0172259,0.0,0.0,0.05330168
1276.3,2.28399992,105.5399012,0.09606689,0.427228004,1.0,0.7476432,0.08189204,0.07439789,0.0,0.0,0.09606689
1276.4,2.250999928,105.9201788,0.1121181,1.038395047,1.0,0.7669778,0.04512037,0.0757837,0.0,0.0,0.1121181
1276.5,2.255000114,106.4116814,0.1111658,0.985098004,1.0,0.7630799,0.1257543,0.0,0.0,0.0,0.1111658
1276.6,2.257999897,106.9887486,0.1288594,2.622086048,1.0,0.6457949,0.2253457,0.0,0.0,0.0,0.1288594
1276.7,2.269000053,107.7446929,0.1259155,2.227957964,1.0,0.6323613,0.2417232,0.0,0.0,0.0,0.1259155
1276.8,2.296999931,108.613787,0.1098278,0.914804995,1.0,0.6943164,0.1958557,0.0,0.0,0.0,0.1098278
1276.9,2.302000046,109.5790296,0.1018224,0.587437987,1.0,0.7411974,0.1569802,0.0,0.0,0.0,0.1018224
1277.0,2.332000017,110.6323695,0.08014906,0.177076995,1.0,0.7891516,0.1306993,0.0,0.0,0.0,0.08014906
1277.1,2.34100008,111.6467088,0.07288443,0.118467003,1.0,0.805961,0.1211546,0.0,0.0,0.0,0.07288443
1277.2,2.346999884,112.5864726,0.06479893,0.075737,1.0,0.8627664,0.07243468,0.0,0.0,0.0,0.06479893
1277.3,2.349999905,113.199515,0.06119497,0.062045,1.0,0.8510963,0.08770871,0.0,0.0,0.0,0.06119497
1277.4,2.351000071,113.5495615,0.05175669,0.036805,1.0,0.8842763,0.06396703,0.0,0.0,0.0,0.05175669
1277.5,2.352999926,113.5985315,0.04377172,0.023661001,1.0,0.9036971,0.05253121,0.0,0.0,0.0,0.04377172
1277.6,2.339999914,113.2953034,0.06185345,0.064346999,1.0,0.845654,0.09249258,0.0,0.0,0.0,0.06185345
1277.7,2.312999964,112.8791533,0.09826944,0.48259899,1.0,0.7546175,0.1471131,0.0,0.0,0.0,0.09826944
1277.8,2.315000057,112.4229907,0.09734376,0.458503008,1.0,0.7220561,0.1806002,0.0,0.0,0.0,0.09734376
1277.9,2.319999933,112.2174594,0.09445899,0.390861005,1.0,0.7507858,0.1547553,0.0,0.0,0.0,0.09445899
1278.0,2.321000099,112.2684225,0.09429377,0.387304991,1.0,0.7536335,0.1520727,0.0,0.0,0.0,0.09429377
1278.1,2.334000111,112.7084035,0.06119289,0.062038001,1.0,0.7876415,0.1510967,6.89e-05,0.0,0.0,0.06119289
1278.2,2.338999987,113.5291156,0.05821285,0.052607,1.0,0.7913663,0.1164144,0.03400639,0.0,0.0,0.05821285
1278.3,2.329999924,114.4949115,0.07819261,0.158910006,1.0,0.7336921,0.1881153,0.0,0.0,0.0,0.07819261
1278.4,2.325999975,115.4802914,0.0967443,0.443545014,1.0,0.6777979,0.2254578,0.0,0.0,0.0,0.0967443
1278.5,2.338999987,116.1146634,0.08422162,0.221832007,1.0,0.7417677,0.1740107,0.0,0.0,0.0,0.08422162
1278.6,2.34800005,116.3949341,0.07121046,0.107987002,1.0,0.8117607,0.1170288,0.0,0.0,0.0,0.07121046
1278.7,2.345999956,116.0208609,0.05808102,0.052225001,1.0,0.9249851,0.01693394,0.0,0.0,0.0,0.05808102
1278.8,2.322000027,115.0767245,0.06230082,0.065959997,1.0,0.9191466,0.0185526,0.0,0.0,0.0,0.06230082
1278.9,2.305999994,113.8070359,0.0729565,0.118940003,1.0,0.8020252,0.09756909,0.02744922,0.0,0.0,0.0729565
1279.0,2.301000118,112.3132189,0.09380027,0.376872003,1.0,0.7162827,0.1899171,0.0,0.0,0.0,0.09380027
1279.1,2.315999985,110.9912458,0.08961239,0.298923999,1.0,0.7141376,0.19625,0.0,0.0,0.0,0.08961239
1279.2,2.34100008,109.8971542,0.0666649,0.083973996,1.0,0.7726141,0.160721,0.0,0.0,0.0,0.0666649
1279.3,2.338000059,109.4014771,0.07007299,0.101400003,1.0,0.7678286,0.1368173,0.02528111,0.0,0.0,0.07007299
1279.4,2.308000088,109.3363051,0.09157305,0.333177,1.0,0.7386621,0.1697648,0.0,0.0,0.0,0.09157305
1279.5,2.295000076,109.5595923,0.1074493,0.801998973,1.0,0.7107655,0.1817852,0.0,0.0,0.0,0.1074493
1279.6,2.29399991,109.9092741,0.1012162,0.568060994,1.0,0.7086656,0.1901182,0.0,0.0,0.0,0.1012162
1279.7,2.296999931,110.0293729,0.09201171,0.341363013,1.0,0.7308301,0.1771582,0.0,0.0,0.0,0.09201171
1279.8,2.309000015,109.8851323,0.08115918,0.187255993,1.0,0.792532,0.1263088,0.0,0.0,0.0,0.08115918
1279.9,2.315999985,108.984358,0.07276137,0.117663004,1.0,0.8288421,0.09839651,0.0,0.0,0.0,0.07276137
1280.0,2.313999891,107.6616357,0.09678672,0.444586992,1.0,0.7351813,0.168032,0.0,0.0,0.0,0.09678672
1280.1,2.301000118,105.9941795,0.1087059,0.859741986,1.0,0.6995729,0.1917213,0.0,0.0,0.0,0.1087059
1280.2,2.286000013,104.2150785,0.1113503,0.995208025,1.0,0.6481516,0.2404981,0.0,0.0,0.0,0.1113503
1280.3,2.25999999,102.665968,0.1268962,2.352200985,1.0,0.5755523,0.2223392,0.07521223,0.0,0.0,0.1268962
1280.4,2.322999954,101.4542308,0.07503865,0.133462995,1.0,0.6977488,0.2271235,8.9e-05,0.0,0.0,0.07503865
1280.5,2.438999891,101.0957301,0.0650026,0.076595001,1.0,0.7205105,0.2132064,0.001280538,0.0,0.0,0.0650026
1280.6,2.421000004,101.2513363,0.1143994,1.178099036,1.0,0.6320743,0.1230799,0.1304464,0.0,0.0,0.1143994
1280.7,2.372999907,101.9271525,0.1291218,2.660439014,1.0,0.5943458,0.1397016,0.1368308,0.0,0.0,0.1291218
1280.8,2.377000093,102.9536617,0.1132738,1.106963992,1.0,0.6356006,0.186686,0.06443963,0.0,0.0,0.1132738
1280.9,2.26699996,103.9755032,0.1310929,2.967009068,1.0,0.6234859,0.1871433,0.05827783,0.0,0.0,0.1310929
1281.0,2.187999964,104.8246208,0.1871631,66.01737976,1.0,0.4905597,0.1827716,0.1395056,0.0,0.0,0.1871631
1281.1,2.201999903,105.127003,0.1713812,27.56930923,1.0,0.5247717,0.1828558,0.1209913,0.0,0.0,0.1713812
1281.2,2.197000027,105.0392094,0.1721729,28.80381966,1.0,0.5240637,0.2105318,0.09323157,0.0,0.0,0.1721729
1281.3,2.210999966,104.4651852,0.1640129,18.3387394,1.0,0.5350791,0.2111301,0.08977792,0.0,0.0,0.1640129
1281.4,2.236000061,103.5801255,0.1522481,9.564614296,1.0,0.5458602,0.1686658,0.1332259,0.0,0.0,0.1522481
1281.5,2.269000053,102.6315711,0.119578,1.568987012,1.0,0.6152331,0.1360555,0.1291334,0.0,0.0,0.119578
1281.6,2.302999973,101.8007741,0.09240664,0.348904014,1.0,0.6556942,0.1182676,0.1336316,0.0,0.0,0.09240664
1281.7,2.34800005,101.3681791,0.07332563,0.121394001,1.0,0.6650144,0.101886,0.159774,0.0,0.0,0.07332563
1281.8,2.388000011,101.2501808,0.06944329,0.097928002,1.0,0.6210552,0.02671951,0.2827819,0.0,0.0,0.06944329
1281.9,2.411000013,101.5932209,0.07496206,0.132899001,1.0,0.6405399,0.1097341,0.174764,0.0,0.0,0.07496206
1282.0,2.395999908,102.1245843,0.07330894,0.121281996,1.0,0.6819119,0.2437405,0.001038619,0.0,0.0,0.07330894
1282.1,2.321000099,102.6659888,0.1004996,0.545979977,1.0,0.6353791,0.2409917,0.02312954,0.0,0.0,0.1004996
1282.2,2.305000067,102.8892068,0.1214868,1.74376905,1.0,0.5687748,0.1206434,0.189095,0.0,0.0,0.1214868
1282.3,2.362999916,102.5545131,0.08584528,0.242682993,1.0,0.6802571,0.1252492,0.1086484,0.0,0.0,0.08584528
1282.4,2.404000044,101.7587332,0.06815939,0.091213003,1.0,0.7222968,0.1200956,0.08944814,0.0,0.0,0.06815939
1282.5,2.378000021,100.2141968,0.03759738,0.016814001,1.0,0.7800394,0.11734,0.06502324,0.0,0.0,0.03759738
1282.6,2.279000044,98.39274841,0.000222408,0.002126,1.0,0.9187402,0.08103739,0.0,0.0,0.0,0.000222408
1282.7,2.313999891,96.47018945,0.100411,0.54330802,1.0,0.5703281,0.114724,0.2145369,0.0,0.0,0.100411
1282.8,2.377000093,95.00154713,0.05681421,0.048689999,1.0,0.6641105,0.1380061,0.1410692,0.0,0.0,0.05681421
1282.9,2.444999933,94.19848494,0.02803509,0.009906,1.0,0.642994,0.09884435,0.2301265,0.0,0.0,0.02803509
